observation_date,NETEXC_19961127,NETEXC_19961220,NETEXC_19970131,NETEXC_19970228,NETEXC_19970328,NETEXC_19970430,NETEXC_19970530,NETEXC_19970627,NETEXC_19970731,NETEXC_19970828,NETEXC_19970926,NETEXC_19971031,NETEXC_19971126,NETEXC_19971223,NETEXC_19980130,NETEXC_19980227,NETEXC_19980326,NETEXC_19980430,NETEXC_19980528,NETEXC_19980625,NETEXC_19980731,NETEXC_19980827,NETEXC_19980924,NETEXC_19981030,NETEXC_19981124,NETEXC_19981223,NETEXC_19990129,NETEXC_19990226,NETEXC_19990331,NETEXC_19990430,NETEXC_19990527,NETEXC_19990625,NETEXC_19990729,NETEXC_19990826,NETEXC_19990930,NETEXC_19991028,NETEXC_19991029,NETEXC_19991124,NETEXC_19991222,NETEXC_20000128,NETEXC_20000225,NETEXC_20000330,NETEXC_20000403,NETEXC_20000427,NETEXC_20000525,NETEXC_20000629,NETEXC_20000728,NETEXC_20000825,NETEXC_20000928,NETEXC_20001027,NETEXC_20001129,NETEXC_20001221,NETEXC_20010131,NETEXC_20010228,NETEXC_20010329,NETEXC_20010427,NETEXC_20010525,NETEXC_20010629,NETEXC_20010727,NETEXC_20010829,NETEXC_20010928,NETEXC_20011031,NETEXC_20011130,NETEXC_20011221,NETEXC_20020130,NETEXC_20020228,NETEXC_20020328,NETEXC_20020426,NETEXC_20020524,NETEXC_20020627,NETEXC_20020731,NETEXC_20020829,NETEXC_20020927,NETEXC_20021031,NETEXC_20021126,NETEXC_20021220,NETEXC_20030130,NETEXC_20030228,NETEXC_20030327,NETEXC_20030425,NETEXC_20030529,NETEXC_20030626,NETEXC_20030731,NETEXC_20030828,NETEXC_20030926,NETEXC_20031030,NETEXC_20031125,NETEXC_20031210,NETEXC_20031223,NETEXC_20040130,NETEXC_20040227,NETEXC_20040325,NETEXC_20040429,NETEXC_20040527,NETEXC_20040625,NETEXC_20040730,NETEXC_20040827,NETEXC_20040929,NETEXC_20041029,NETEXC_20041130,NETEXC_20041222,NETEXC_20050128,NETEXC_20050225,NETEXC_20050330,NETEXC_20050428,NETEXC_20050526,NETEXC_20050629,NETEXC_20050729,NETEXC_20050831,NETEXC_20050929,NETEXC_20051028,NETEXC_20051130,NETEXC_20051221,NETEXC_20060127,NETEXC_20060228,NETEXC_20060330,NETEXC_20060428,NETEXC_20060525,NETEXC_20060629,NETEXC_20060728,NETEXC_20060830,NETEXC_20060928,NETEXC_20061027,NETEXC_20061129,NETEXC_20061221,NETEXC_20070131,NETEXC_20070228,NETEXC_20070329,NETEXC_20070427,NETEXC_20070531,NETEXC_20070628,NETEXC_20070727,NETEXC_20070830,NETEXC_20070927,NETEXC_20071031,NETEXC_20071129,NETEXC_20071220,NETEXC_20080130,NETEXC_20080228,NETEXC_20080327,NETEXC_20080430,NETEXC_20080529,NETEXC_20080731,NETEXC_20080828,NETEXC_20080926,NETEXC_20081030,NETEXC_20081125,NETEXC_20081223,NETEXC_20090130,NETEXC_20090227,NETEXC_20090326,NETEXC_20090429,NETEXC_20090529,NETEXC_20090625,NETEXC_20090731,NETEXC_20090817,NETEXC_20090827,NETEXC_20090930,NETEXC_20091029,NETEXC_20091124,NETEXC_20091222,NETEXC_20100129,NETEXC_20100226,NETEXC_20100326,NETEXC_20100430,NETEXC_20100527,NETEXC_20100625,NETEXC_20100730,NETEXC_20100827,NETEXC_20100930,NETEXC_20101029,NETEXC_20101123,NETEXC_20101222,NETEXC_20110128,NETEXC_20110225,NETEXC_20110325,NETEXC_20110428,NETEXC_20110526,NETEXC_20110624,NETEXC_20110729,NETEXC_20110826,NETEXC_20110929,NETEXC_20111027,NETEXC_20111122,NETEXC_20111222,NETEXC_20120127,NETEXC_20120229,NETEXC_20120329,NETEXC_20120427,NETEXC_20120531,NETEXC_20120628,NETEXC_20120727,NETEXC_20120829,NETEXC_20120927,NETEXC_20121026,NETEXC_20121129,NETEXC_20121220,NETEXC_20130130,NETEXC_20130228,NETEXC_20130328,NETEXC_20130426,NETEXC_20130530,NETEXC_20130626,NETEXC_20130731,NETEXC_20130829,NETEXC_20130926,NETEXC_20131107,NETEXC_20131205,NETEXC_20131220,NETEXC_20140130,NETEXC_20140228,NETEXC_20140430,NETEXC_20140529,NETEXC_20140625,NETEXC_20140730,NETEXC_20140828,NETEXC_20140926,NETEXC_20141030,NETEXC_20141125,NETEXC_20141223,NETEXC_20150130,NETEXC_20150227,NETEXC_20150327,NETEXC_20150429,NETEXC_20150529,NETEXC_20150624,NETEXC_20150730,NETEXC_20150827,NETEXC_20150925,NETEXC_20151029,NETEXC_20151124,NETEXC_20151222,NETEXC_20160129,NETEXC_20160226,NETEXC_20160325,NETEXC_20160428,NETEXC_20160527,NETEXC_20160628,NETEXC_20160729,NETEXC_20160826,NETEXC_20160929,NETEXC_20161028,NETEXC_20161129,NETEXC_20161222,NETEXC_20170127,NETEXC_20170330,NETEXC_20170428,NETEXC_20170526,NETEXC_20170629,NETEXC_20170728,NETEXC_20170830,NETEXC_20170928,NETEXC_20171027,NETEXC_20171129,NETEXC_20171221,NETEXC_20180126,NETEXC_20180228,NETEXC_20180328,NETEXC_20180427,NETEXC_20180530,NETEXC_20180628,NETEXC_20180727,NETEXC_20180829,NETEXC_20180927,NETEXC_20181026,NETEXC_20181128,NETEXC_20181221,NETEXC_20190228,NETEXC_20190328,NETEXC_20190426,NETEXC_20190530,NETEXC_20190627,NETEXC_20190726,NETEXC_20190829,NETEXC_20190926,NETEXC_20191030,NETEXC_20191127,NETEXC_20191220,NETEXC_20200130,NETEXC_20200227,NETEXC_20200326,NETEXC_20200429,NETEXC_20200528,NETEXC_20200625,NETEXC_20200730,NETEXC_20200827,NETEXC_20200930,NETEXC_20201029
2004-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-598.0,-588.0,-583.2,-583.2,-583.2,-583.2,-583.2,-583.2,-583.2,-606.5,-606.5,-606.5,-606.5,-606.5,-606.5,-606.5,-606.5,-606.5,-606.5,-606.5,-606.5,-599.4,-599.4,-599.4,-599.4,-599.4,-599.4,-599.4,-599.4,-599.4,-599.4,-599.4,-599.4,-602.7,-602.7,-602.7,-602.7,-602.7,-602.7,-602.7,-602.7,-602.7,-602.7,-602.7,-602.7,-602.7,-602.7,-602.7,-602.7,-602.7,-602.7,-602.7,-602.7,-602.7,-602.7,-602.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-705.7,-749.3,-749.3,-749.3,-749.3,-749.3,-749.3,-749.3,-749.3,-749.3,-749.3,-749.3,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.0,-753.022,-753.022,-753.022,-753.022,-753.022,-753.022,-753.022,-753.022,-753.022,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24,-863.24
2004-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-631.9,-623.4,-621.1,-621.1,-621.1,-621.1,-634.1,-634.1,-634.1,-634.1,-634.1,-634.1,-634.1,-634.1,-634.1,-634.1,-634.1,-634.1,-621.9,-621.9,-621.9,-621.9,-621.9,-621.9,-621.9,-621.9,-621.9,-621.9,-621.9,-621.9,-632.3,-632.3,-632.3,-632.3,-632.3,-632.3,-632.3,-632.3,-632.3,-632.3,-632.3,-632.3,-632.3,-632.3,-632.3,-632.3,-632.3,-632.3,-632.3,-632.3,-632.3,-632.3,-632.3,-726.7,-726.8,-726.7,-726.7,-726.7,-726.7,-726.7,-726.7,-726.7,-726.7,-726.7,-726.7,-726.7,-726.7,-726.7,-726.7,-726.7,-726.7,-726.7,-726.7,-726.7,-726.7,-726.7,-726.7,-726.7,-726.6,-726.6,-726.6,-726.6,-726.6,-726.6,-726.6,-726.6,-726.6,-726.6,-726.6,-726.6,-726.6,-726.6,-726.6,-726.6,-726.6,-726.6,-726.6,-726.6,-726.6,-726.6,-726.6,-726.6,-769.6,-769.6,-769.6,-769.6,-769.6,-769.6,-769.6,-769.6,-769.6,-769.6,-769.6,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.9,-769.925,-769.925,-769.925,-769.925,-769.925,-769.925,-769.925,-769.925,-769.925,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577,-881.577
2005-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-663.2,-640.0,-637.5,-645.4,-645.4,-645.4,-645.4,-645.4,-645.4,-645.4,-645.4,-645.4,-645.4,-645.4,-645.4,-626.4,-626.4,-626.4,-626.4,-626.4,-626.4,-626.4,-626.4,-626.4,-626.4,-626.4,-626.4,-624.4,-624.4,-624.4,-624.4,-624.4,-624.4,-624.4,-624.4,-624.4,-624.4,-624.4,-623.7,-623.7,-623.7,-623.7,-623.7,-623.7,-623.7,-623.7,-623.7,-623.7,-623.7,-623.7,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-714.8,-773.4,-773.4,-773.4,-773.4,-773.4,-773.4,-773.4,-773.4,-773.4,-773.4,-773.4,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.1,-774.147,-774.147,-774.147,-774.147,-774.147,-774.147,-774.147,-774.147,-774.147,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837,-869.837
2005-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-601.3,-611.2,-614.2,-614.2,-614.2,-614.2,-614.2,-614.2,-614.2,-614.2,-614.2,-614.2,-606.1,-606.1,-606.1,-606.1,-606.1,-606.1,-606.1,-606.1,-606.1,-606.1,-606.1,-606.1,-601.0,-601.0,-601.0,-601.0,-601.0,-601.0,-601.0,-601.0,-601.0,-601.0,-601.0,-601.3,-601.3,-601.3,-601.3,-601.3,-601.3,-601.3,-601.3,-601.3,-601.3,-601.3,-601.3,-709.4,-709.4,-709.4,-709.4,-709.4,-709.4,-709.4,-709.4,-709.4,-709.4,-709.4,-709.4,-709.4,-709.4,-709.4,-709.4,-709.4,-709.4,-709.4,-709.4,-709.4,-709.4,-709.4,-709.4,-709.4,-709.3,-709.3,-709.3,-709.3,-709.3,-709.3,-709.3,-709.3,-709.3,-709.3,-709.3,-709.3,-709.3,-709.3,-709.3,-709.3,-709.3,-709.3,-709.3,-709.3,-709.3,-709.3,-709.3,-709.3,-765.6,-765.6,-765.6,-765.6,-765.6,-765.6,-765.6,-765.6,-765.6,-765.6,-765.6,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.5,-773.54,-773.54,-773.54,-773.54,-773.54,-773.54,-773.54,-773.54,-773.54,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655,-874.655
2005-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-611.8,-621.3,-617.5,-617.5,-617.5,-617.5,-617.5,-617.5,-617.5,-607.6,-607.6,-607.6,-607.6,-607.6,-607.6,-607.6,-607.6,-607.6,-607.6,-607.6,-607.6,-604.1,-604.1,-604.1,-604.1,-604.1,-604.1,-604.1,-604.1,-604.1,-604.1,-604.1,-603.6,-603.6,-603.6,-603.6,-603.6,-603.6,-603.6,-603.6,-603.6,-603.6,-603.6,-603.6,-721.4,-721.3,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-721.4,-770.4,-770.4,-770.4,-770.4,-770.4,-770.4,-770.4,-770.4,-770.4,-770.4,-770.4,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.7,-777.679,-777.679,-777.679,-777.679,-777.679,-777.679,-777.679,-777.679,-777.679,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776,-886.776
2005-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-650.3,-656.2,-655.2,-655.2,-655.2,-655.2,-636.6,-636.6,-636.6,-636.6,-636.6,-636.6,-636.6,-636.6,-636.6,-636.6,-636.6,-636.6,-642.6,-642.6,-642.6,-642.6,-642.6,-642.6,-642.6,-642.6,-642.6,-642.6,-642.6,-637.8,-637.8,-637.8,-637.8,-637.8,-637.8,-637.8,-637.8,-637.8,-637.8,-637.8,-637.8,-745.3,-745.3,-745.3,-745.3,-745.3,-745.3,-745.3,-745.3,-745.3,-745.3,-745.3,-745.3,-745.3,-745.3,-745.3,-745.3,-745.3,-745.3,-745.3,-745.3,-745.3,-745.3,-745.3,-745.3,-745.3,-745.4,-745.4,-745.4,-745.4,-745.4,-745.4,-745.4,-745.4,-745.4,-745.4,-745.4,-745.4,-745.4,-745.4,-745.4,-745.4,-745.4,-745.4,-745.4,-745.4,-745.4,-745.4,-745.4,-745.4,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.9,-803.875,-803.875,-803.875,-803.875,-803.875,-803.875,-803.875,-803.875,-803.875,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792,-919.792
2006-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-678.2,-669.9,-660.9,-636.6,-636.6,-636.6,-636.6,-636.6,-636.6,-636.6,-636.6,-636.6,-636.6,-636.6,-636.6,-640.1,-640.1,-640.1,-640.1,-640.1,-640.1,-640.1,-640.1,-640.1,-640.1,-640.1,-636.0,-636.0,-636.0,-636.0,-636.0,-636.0,-636.0,-636.0,-636.0,-636.0,-636.0,-636.0,-732.6,-732.5,-732.6,-732.6,-732.6,-732.6,-732.6,-732.6,-732.6,-732.6,-732.6,-732.6,-732.6,-732.6,-732.6,-732.6,-732.6,-732.6,-732.6,-732.6,-732.6,-732.6,-732.6,-732.6,-732.6,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-792.3,-792.3,-792.3,-792.3,-792.3,-792.3,-792.3,-792.3,-792.3,-792.3,-792.3,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-799.0,-798.98,-798.98,-798.98,-798.98,-798.98,-798.98,-798.98,-798.98,-798.98,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971,-912.971
2006-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-627.1,-623.6,-624.2,-624.2,-624.2,-624.2,-624.2,-624.2,-624.2,-624.2,-624.2,-624.2,-626.6,-626.6,-626.6,-626.6,-626.6,-626.6,-626.6,-626.6,-626.6,-626.6,-626.6,-619.4,-619.4,-619.4,-619.4,-619.4,-619.4,-619.4,-619.4,-619.4,-619.4,-619.4,-619.4,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-732.8,-733.2,-733.2,-733.2,-733.2,-733.2,-733.2,-733.2,-733.2,-733.2,-733.2,-733.2,-733.2,-733.2,-733.2,-733.2,-733.2,-733.2,-733.2,-733.2,-733.2,-733.2,-733.2,-733.2,-733.2,-790.5,-790.5,-790.5,-790.5,-790.5,-790.5,-790.5,-790.5,-790.5,-790.5,-790.5,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.1,-799.103,-799.103,-799.103,-799.103,-799.103,-799.103,-799.103,-799.103,-799.103,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786,-908.786
2006-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-639.9,-629.4,-628.8,-628.8,-628.8,-628.8,-628.8,-628.8,-628.8,-633.8,-633.8,-633.8,-633.8,-633.8,-633.8,-633.8,-633.8,-633.8,-633.8,-633.8,-623.0,-623.0,-623.0,-623.0,-623.0,-623.0,-623.0,-623.0,-623.0,-623.0,-623.0,-623.0,-756.5,-756.4,-756.5,-756.5,-756.5,-756.5,-756.5,-756.5,-756.5,-756.5,-756.5,-756.5,-756.5,-756.5,-756.5,-756.5,-756.5,-756.5,-756.5,-756.5,-756.5,-756.5,-756.5,-756.5,-756.5,-756.8,-756.8,-756.8,-756.8,-756.8,-756.8,-756.8,-756.8,-756.8,-756.8,-756.8,-756.8,-756.8,-756.8,-756.8,-756.8,-756.8,-756.8,-756.8,-756.8,-756.8,-756.8,-756.8,-756.8,-813.4,-813.4,-813.4,-813.4,-813.4,-813.4,-813.4,-813.4,-813.4,-813.4,-813.4,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.7,-819.709,-819.709,-819.709,-819.709,-819.709,-819.709,-819.709,-819.709,-819.709,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463,-932.463
2006-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-581.4,-585.1,-582.6,-582.6,-582.6,-582.6,-597.3,-597.3,-597.3,-597.3,-597.3,-597.3,-597.3,-597.3,-597.3,-597.3,-597.3,-584.3,-584.3,-584.3,-584.3,-584.3,-584.3,-584.3,-584.3,-584.3,-584.3,-584.3,-584.3,-694.9,-694.9,-694.9,-694.9,-694.9,-694.9,-694.9,-694.9,-694.9,-694.9,-694.9,-694.9,-694.9,-694.9,-694.9,-694.9,-694.9,-694.9,-694.9,-694.9,-694.9,-694.9,-694.9,-694.9,-694.9,-694.7,-694.7,-694.7,-694.7,-694.7,-694.7,-694.7,-694.7,-694.7,-694.7,-694.7,-694.7,-694.7,-694.7,-694.7,-694.7,-694.7,-694.7,-694.7,-694.7,-694.7,-694.7,-694.7,-694.7,-748.6,-748.6,-748.6,-748.6,-748.6,-748.6,-748.6,-748.6,-748.6,-748.6,-748.6,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.3,-759.291,-759.291,-759.291,-759.291,-759.291,-759.291,-759.291,-759.291,-759.291,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977,-865.977
2007-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-597.8,-611.8,-606.2,-612.1,-612.1,-612.1,-612.1,-612.1,-612.1,-612.1,-612.1,-612.1,-612.1,-612.1,-618.6,-618.6,-618.6,-618.6,-618.6,-618.6,-618.6,-618.6,-618.6,-618.6,-618.6,-618.6,-705.0,-704.9,-705.0,-705.0,-705.0,-705.0,-705.0,-705.0,-705.0,-705.0,-705.0,-705.0,-705.0,-696.4,-696.4,-696.4,-696.4,-696.4,-696.4,-696.4,-696.4,-696.4,-696.4,-696.4,-696.4,-703.2,-703.2,-703.2,-703.2,-703.2,-703.2,-703.2,-703.2,-703.2,-703.2,-703.2,-703.2,-703.2,-703.2,-703.2,-703.2,-703.2,-703.2,-703.2,-703.2,-703.2,-703.2,-703.2,-703.2,-765.3,-765.3,-765.3,-765.3,-765.3,-765.3,-765.3,-765.3,-765.3,-765.3,-765.3,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.0,-771.013,-771.013,-771.013,-771.013,-771.013,-771.013,-771.013,-771.013,-771.013,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873,-872.873
