observation_date,W014RC1Q027SBEA_20130228,W014RC1Q027SBEA_20130328,W014RC1Q027SBEA_20130426,W014RC1Q027SBEA_20130530,W014RC1Q027SBEA_20130626,W014RC1Q027SBEA_20130731,W014RC1Q027SBEA_20130829,W014RC1Q027SBEA_20130926,W014RC1Q027SBEA_20131107,W014RC1Q027SBEA_20131220,W014RC1Q027SBEA_20140130,W014RC1Q027SBEA_20140228,W014RC1Q027SBEA_20140327,W014RC1Q027SBEA_20140430,W014RC1Q027SBEA_20140529,W014RC1Q027SBEA_20140625,W014RC1Q027SBEA_20140730,W014RC1Q027SBEA_20140828,W014RC1Q027SBEA_20140926,W014RC1Q027SBEA_20141030,W014RC1Q027SBEA_20141125,W014RC1Q027SBEA_20141223,W014RC1Q027SBEA_20150130,W014RC1Q027SBEA_20150227,W014RC1Q027SBEA_20150327,W014RC1Q027SBEA_20150429,W014RC1Q027SBEA_20150529,W014RC1Q027SBEA_20150730,W014RC1Q027SBEA_20150827,W014RC1Q027SBEA_20150925,W014RC1Q027SBEA_20151029,W014RC1Q027SBEA_20151124,W014RC1Q027SBEA_20151222,W014RC1Q027SBEA_20160129,W014RC1Q027SBEA_20160226,W014RC1Q027SBEA_20160325,W014RC1Q027SBEA_20160428,W014RC1Q027SBEA_20160527,W014RC1Q027SBEA_20160628,W014RC1Q027SBEA_20160729,W014RC1Q027SBEA_20160826,W014RC1Q027SBEA_20160929,W014RC1Q027SBEA_20161028,W014RC1Q027SBEA_20161129,W014RC1Q027SBEA_20161222,W014RC1Q027SBEA_20170127,W014RC1Q027SBEA_20170228,W014RC1Q027SBEA_20170330,W014RC1Q027SBEA_20170428,W014RC1Q027SBEA_20170526,W014RC1Q027SBEA_20170629,W014RC1Q027SBEA_20170728,W014RC1Q027SBEA_20170830,W014RC1Q027SBEA_20170928,W014RC1Q027SBEA_20171027,W014RC1Q027SBEA_20171129,W014RC1Q027SBEA_20171221,W014RC1Q027SBEA_20180126,W014RC1Q027SBEA_20180228,W014RC1Q027SBEA_20180328,W014RC1Q027SBEA_20180427,W014RC1Q027SBEA_20180530,W014RC1Q027SBEA_20180628,W014RC1Q027SBEA_20180727,W014RC1Q027SBEA_20180829,W014RC1Q027SBEA_20180927,W014RC1Q027SBEA_20181026,W014RC1Q027SBEA_20181128,W014RC1Q027SBEA_20181221,W014RC1Q027SBEA_20190228,W014RC1Q027SBEA_20190328,W014RC1Q027SBEA_20190426,W014RC1Q027SBEA_20190530,W014RC1Q027SBEA_20190627,W014RC1Q027SBEA_20190726,W014RC1Q027SBEA_20190829,W014RC1Q027SBEA_20190926,W014RC1Q027SBEA_20191030,W014RC1Q027SBEA_20191127,W014RC1Q027SBEA_20191220,W014RC1Q027SBEA_20200130,W014RC1Q027SBEA_20200227,W014RC1Q027SBEA_20200326,W014RC1Q027SBEA_20200429,W014RC1Q027SBEA_20200528,W014RC1Q027SBEA_20200625,W014RC1Q027SBEA_20200730,W014RC1Q027SBEA_20200827,W014RC1Q027SBEA_20200930,W014RC1Q027SBEA_20201029,W014RC1Q027SBEA_20201125,W014RC1Q027SBEA_20201222,W014RC1Q027SBEA_20210128,W014RC1Q027SBEA_20210225
1967-01-01,51.3,51.3,51.3,51.3,51.3,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52
1967-04-01,52.4,52.4,52.4,52.4,52.4,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.6,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648,51.648
1967-07-01,53.0,53.0,53.0,53.0,53.0,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204,52.204
1967-10-01,54.5,54.5,54.5,54.5,54.5,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66,53.66
1968-01-01,55.6,55.6,55.6,55.6,55.6,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708,54.708
1968-04-01,60.1,60.1,60.1,60.1,60.1,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256,59.256
1968-07-01,60.5,60.5,60.5,60.5,60.5,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.7,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664,59.664
1968-10-01,62.5,62.5,62.5,62.5,62.5,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576,61.576
1969-01-01,61.9,61.9,61.9,61.9,61.9,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0
1969-04-01,65.2,65.2,65.2,65.2,65.2,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332,64.332
1969-07-01,65.8,65.8,65.8,65.8,65.8,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968,64.968
1969-10-01,68.8,68.8,68.8,68.8,68.8,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888,67.888
1970-01-01,70.7,70.7,70.7,70.7,70.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74
1970-04-01,82.0,82.0,82.0,82.0,82.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004,81.004
1970-07-01,82.9,82.9,82.9,82.9,82.9,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968,81.968
1970-10-01,86.4,86.4,86.4,86.4,86.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356,85.356
1971-01-01,89.0,89.0,89.0,89.0,89.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992,87.992
1971-04-01,97.7,97.7,97.7,97.7,97.7,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612,96.612
1971-07-01,97.1,97.1,97.1,97.1,97.1,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964,95.964
1971-10-01,100.7,100.7,100.7,100.7,100.7,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612,99.612
1972-01-01,104.6,104.6,104.6,104.6,104.6,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372,103.372
1972-04-01,111.7,111.7,111.7,111.7,111.7,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.5,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54
1972-07-01,106.0,106.0,106.0,106.0,106.0,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828,104.828
1972-10-01,128.4,128.4,128.4,128.4,128.4,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3
1973-01-01,123.8,123.8,123.8,123.8,123.8,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62,122.62
1973-04-01,126.0,126.0,126.0,126.0,126.0,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.8,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78,124.78
1973-07-01,125.9,125.9,125.9,125.9,125.9,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612,124.612
1973-10-01,127.6,127.6,127.6,127.6,127.6,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316,126.316
1974-01-01,134.4,134.4,134.4,134.4,134.4,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032,133.032
1974-04-01,145.9,145.9,145.9,145.9,145.9,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.6,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608,144.608
1974-07-01,150.0,150.0,150.0,150.0,150.0,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.6,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616,148.616
1974-10-01,157.2,157.2,157.2,157.2,157.2,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.8,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764,155.764
